iucn_sid,code,title,timing,scope,severity,score,invasive,score_num
22697825,5.4,Fishing & harvesting aquatic resources,Future,Whole (>90%),"Slow, Significant Declines",Low Impact: 5,NA,5
22697825,5.4.4,Unintentional effects: (large scale) [harvest],Future,Whole (>90%),"Slow, Significant Declines",Low Impact: 5,NA,5
22697847,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22697847,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22698030,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
22698030,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
22698140,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698140,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698140,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698150,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22698150,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22698150,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22698155,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698155,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698159,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698159,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698175,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698175,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698182,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698182,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698188,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22698188,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22698195,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698195,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698195,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698209,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698209,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698216,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698216,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698230,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698230,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22698230,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22698230,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698246,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22698246,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22698252,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
22698252,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
22698280,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
22698280,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
22698305,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22698305,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22698310,5.4,Fishing & harvesting aquatic resources,"Past, Likely to Return",Majority (50-90%),Very Rapid Declines,Past Impact,NA,NA
22698310,5.4.4,Unintentional effects: (large scale) [harvest],"Past, Likely to Return",Majority (50-90%),Very Rapid Declines,Past Impact,NA,NA
22698314,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698314,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698320,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698320,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698335,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698335,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698350,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698350,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698365,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698365,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698375,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698375,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22698375,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22698375,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698388,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22698388,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22698398,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22698398,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698398,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698398,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22698425,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698425,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698431,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698431,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698448,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22698448,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22724836,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22724836,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22724845,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22724845,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22724879,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22724879,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22728318,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22728318,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22728349,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22728349,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22728364,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,8
22728364,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,8
22728372,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,8
22728372,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,8
22728432,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22728432,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,NA,9
22728432,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,NA,9
22728432,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22729000,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22729000,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22729604,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22729604,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22729609,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22729609,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22729686,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22729686,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22732244,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22732244,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22732425,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22732425,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22733462,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22733462,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22733989,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22733989,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22734194,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22734194,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22734408,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
22734408,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
43398244,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
43398244,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
43398244,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
43398250,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
43398250,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
43398250,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
43508842,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
43508842,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
43508842,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
43508845,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
43508845,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
43508905,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
43508905,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
43508905,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
43508949,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
43508949,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
43508949,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
45061132,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
45061132,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
45061132,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
45061132,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
46088346,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
46088346,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
46967807,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
46967807,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,NA,9
46967807,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
46967807,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,NA,9
46967807,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,NA,9
46967817,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
46967817,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,NA,9
46967817,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
46967817,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,NA,9
46967817,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,NA,9
46967827,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
46967827,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
46967827,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
46967838,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
46967838,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
46967838,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
46967863,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
46967863,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
46967863,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
46967863,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
46967863,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
47407786,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
47407786,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
48342288,5.4,Fishing & harvesting aquatic resources,Future,Majority (50-90%),Rapid Declines,Low Impact: 5,NA,5
48342288,5.4.6,Motivation Unknown/Unrecorded,Future,Majority (50-90%),Rapid Declines,Low Impact: 5,NA,5
61668607,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
61668607,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
61668607,5.4.6,Motivation Unknown/Unrecorded,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
62030590,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
62030590,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
62030608,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
62030608,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
67966197,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
67966197,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
69115853,5.4,Fishing & harvesting aquatic resources,"Past, Likely to Return",Minority (<50%),Rapid Declines,Past Impact,NA,NA
69115853,5.4.1,Intentional use: (subsistence/small scale) [harvest],"Past, Likely to Return",Minority (<50%),Rapid Declines,Past Impact,NA,NA
69182988,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
69182988,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
69182988,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
69689777,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
69689777,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
69689777,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
69920173,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,Causing/Could cause fluctuations,Low Impact: 4,NA,4
69920173,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,Causing/Could cause fluctuations,Low Impact: 4,NA,4
70688138,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
70688138,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
71711344,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
71711344,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
71711344,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
71711344,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
71711344,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
71711476,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
71711476,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
71711476,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
71711476,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
71711476,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
74491261,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
74491261,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
74491261,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
83457578,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
83457578,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
98471289,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
98471289,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
98471433,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
98471433,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
98735334,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
98735334,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
98838439,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
98838439,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
98838439,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
98894402,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
98894402,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
98894402,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
98895427,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
98895427,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
98895427,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
98897391,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
98897391,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
98897391,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
98991365,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
