iucn_sid,dimension,text,codes,sciname,taxon
22697847,threats,"The Yellow-billed Loon is harvested for subsistence in Alaska, and a record of c.1,000 individuals taken in the Bering Sea region in 2007 indicates that this may pose the greatest threat to the species (U.S. Fish and Wildlife Service 2009, M. Kirchhoff  in litt.  2010). More recently, however, other approaches to quantify loon harvest have come up with figures of 5 birds annually in 2011 and 2012 (Naves and Zeller 2017). Although this species is vulnerable to oil spills, its very large range means it is unlikely that a large proportion of the global population will be affected by any single event. Mercury or other heavy metal contamination pose a potential threat, particularly for birds wintering on the Asian side of the Pacific where feather and egg mercury concentrations considerably above background levels have been recorded (Evers  et al.  2014). There is some competition with fisheries for food, however, this only impacts a small percentage of the global population. Threats are exacerbated by a low reproductive rate and very specific breeding habitat requirements (K. Laing  in litt.  2008, U.S. Fish and Wildlife Service 2009).  ",5.4.4,Gavia adamsii,birds
22698030,threats," Invasive mammals such as cats, rats, goats and dogs are thought to threaten this species. Feral cat  Felis catus &#160;predation has been documented and is thought to be causing population decline, with a preliminary estimate of 2-3% annual adult mortality from cat predation (Hodum 2009). Additionally, feral cats prey on near-fledging chicks when they are on the surface exercising their flight muscles, although predation rates have not been quantified (Hodum 2009). Brown rats  Rattus norvegicus  also prey on chicks, though the incidence appears low and restricted to certain habitat types (J. C. Torres-Mura  in litt . 1999, P. Hodum  in litt . 2007). There is also limited evidence of predation on chicks by House Mice  Mus musculus , but this does not appear to be widespread (Hodum 2009). Dogs also depredate the species. Goat impacts include habitat alteration through native plant consumption and also, at times, direct collapses of burrows (Hulm 1995, J. C. Torres-Mura  in litt.  1999, P. Hodum  in litt . 2007, J. C. Torres-Mura  in litt . 2007, Hodum 2009). Despite attempts to reduce the goat population, it remains high (P. Hodum&#160; pers. obs .). Cows may also have a similar effect.    Flash flooding in 2002 caused severe localised habitat loss with an estimated 30,000 burrows destroyed (Hodum and Wainstein 2003). In 1995, a fire destroyed habitat at the edge of the principal colony and directly killed thousands of birds (J. C. Torres-Mura  in litt . 1999, P. Hodum  in litt.  2007).    Light pollution also represents a threat. On overcast nights, especially those with poor visibility due to rain and/or drizzle, lights in the village attract birds, occasionally causing collisions with structures in the village (Hodum 2009). The village is inhabited from September to May, during the period of lobster harvesting (P. Hodum  in litt . 2007).   The species is potentially threatened by climate change because it has a geographically bounded distribution: its altitudinal distribution, currently a range of approximately 500 m, falls entirely within 2,000 m of the highest mountain top within its range (1,649 m). Shifts in oceanic currents are ongoing, but their impacts are unclear for this species.  ",5.4.4,Pterodroma externa,birds
22698042,threats," This species is at risk from flooding due to heavy rains and the flooding of burrows represented the main cause of breeding failure on Lord Howe Island in the 2000 and 2001 breeding seasons (Bester  et al . 2007). Although flooding is unlikely to kill adult birds, it kills eggs and chicks through chilling and can weaken burrows, causing them to collapse (Bester  et al . 2007).    The native Lord Howe Woodhen is known to prey on eggs and young chicks and is known to be a significant source of nesting mortality (Bester  et al . 2007). Wedge-tailed Shearwaters are also problematic, known to evict smaller petrels from burrows, they have been seen to kill chicks in the small population on Phillip Island (Priddel  et al.  2010). Invasive and introduced species have also been a problem in the past, however, wild pigs, cats and goats have been successfully eradicated from Lord Howe Island (Department of the Environment and Energy 2015). Rat predation accounts for a small proportion of breeding failures each year (Bester  et   al . 2007). The rat population on Lord Howe is being controlled by baiting, with some plans to eradicate them in the future. If rat eradication does occur, introduced masked owls may switch to preying on petrels, potentially causing problematic declines (Bester  et al.  2007), for this reason there are plans for the eradication of this species on Lord Howe (Milledge  et al.  2010).   The Providence Petrel is at risk from drowning due to entrapment in fishing gear, however, this is not thought to be a significant source of mortality (Bester  et al . 2007). Hunting is known to have severely affected the Norfolk Island population in the past, possibly causing its extirpation (Medway 2002), but is thought to be unlikely to return. Plastic ingestion may also represent a threat, with plastic found in the stomachs of over 10% of the birds sampled (Bester  et al.  2010), however, this is not known to have any adverse consequences.  ",5.4.4,Pterodroma solandri,birds
22724845,threats," The species is highly susceptible to bycatch in fishing nets and is likely to be also caught in derelict fishing gear as observed for other scoter species (e.g. Good  et al.  2009). The species may also suffer from resource competition with commercial fisheries exploiting marine benthic organisms and shellfish (Kear 2005).    Climate change is expected to impact this species in a number of ways. Remote sensing has shown the shrinkage and disappearance of lakes in Siberia which provide important breeding grounds for this species (Smith  et al.  2005). In general, climate change is predicted to cause dramatic habitat changes in the Arctic region (Fox  et al.  2015). Decreasing spring snow cover duration has been linked to declining Scoter populations in North America and this is likely due to trophic mismatch, so may also affect Siberian populations (Drever  et al.  2011). Ocean acidification may lead to declines in molluscs which form a large part of Siberian Scoter diet (Steinacher  et al.  2009, del Hoyo  et al.  2017).    During moulting and winter aggregations, the species is highly susceptible to oil spills and other marine pollutants (del Hoyo  et al.  1992, Kear 2005) and one catastrophic oil spill could potentially destroy a large proportion of the global population if it occurred in a key moulting or wintering area (Madge and Burn 1988). Oil and gas exploration is a pervasive threat in the Arctic and is likely to increase in the future (Poland  et al . 2003, Henderson and Loe 2014), with human exploitation of natural resources in the taiga and lower tundra regions of its breeding range causing habitat degradation (Kear 2005).     The footprint of large offshore wind farms may exclude Siberian Scoter from some foraging areas and through disturbance, as it does reduce duck densities more than other seabird groups (Garthe and Hüppop 2004, Stewart  et al.  2007), however the impact on other scoter species appears minor and the majority of the Siberian Scoter's range does not have any current plans for large-scale wind farms. Collision mortality is also likely to be a minor threat as collisions rates between ducks and wind turbines are low compared with other species groups, which is consistent with their high avoidance rates at offshore wind farms (Fox  et al.  2015).     There is a small risk that future outbreaks of H5N1 (avian influenza) could pose a risk to the species (Melville and Shortridge 2006), however the disease is mostly asymptomatic in wild birds and there is no record of significant mortality in this species.          ",5.4.4,Melanitta stejnegeri,birds
22724879,threats," Oil spills and chronic oil pollution threaten this species in the winter moulting period where large and highly vulnerable concentrations of the population occur, while development associated with oil drilling sites can cause additional, low-level impacts through human disturbance and the degradation of food resources (Gorski  et al.  1977, Nikolaeva  et al.  2006). Some large populations border oil fields and proximity to drilling and transport puts the population at high risk of oil pollution (Nikolaeva  et al.  2006). However, one study found that although the 1996 Sea Empress oil spill in Carmarthen Bay resulted in a rapid and drastic reduction in Common Scoter numbers in the area, complete recovery occurred after three winters with no observable long-term effects (Banks  et al . 2008).    Climate change is thought to negatively impact the species at present and in the future through habitat loss and ecosystem degradation. Wetlands provide important breeding grounds for this species, and remote sensing and imaging has shown shrinkage and disappearance of lakes in Siberia (Smith  et al.  2005). In general, climate change is predicted to cause dramatic habitat changes in the Arctic region (Fox  et al.  2015). Decreasing spring snow cover duration in North American boreal regions has been linked to population declines of Scoters, likely due to trophic mismatch (Drever  et al.  2011). Ocean acidification may lead to declines in molluscs which form a large part of their diet (Steinacher  et al . 2009, Carboneras and Kirwan 2017). Eutrophication in the Baltic Sea resulting from agricultural run-off, could also cause the loss of key prey items, e.g. bivalves (Skov  et al.  2011).   The risk of bycatch is thought to affect a majority of the population, as reported in the Gulf of Gdańsk (Stempniewicz 1994), and the commercial exploitation of benthic shellfish poses an additional threat, through competition for food resources (Kear 2005). Further threats to food resources include the loss of benthic habitats caused by sand and gravel extraction, although Skov  et al.  (2011) suggest that in the present-day Baltic region, this is occurring at insufficient levels to be responsible for declines in waterbirds. Hunting is contributing to mortality in some parts of the species’ range, but not thought to drive significant population decline. In Denmark, c.2,800-5,200 Common Scoters are harvested per year (Bregnballe  et al.  2006) but no data is available for other countries, although hunting of Common Scoters is legal in some EU countries (HELCOM 2013b). Interaction with wind farms could pose a potential threat to the species. While Stewart  et al . (2007) showed that duck densities were more adversely affected by wind farms than other groups of species, Dürr (2013) found the opposite, stating that collision rates between ducks and wind turbines are low compared to other species groups. Avian influenza is present in the population, but as yet there is no evidence that it has caused significant mortality events (Melville and Shortridge 2006, Gudmundsson  et al.  2010). High-speed ferries have been suggested as a major cause of Common Scoter disturbance by a study in the Kattegat Sea, Denmark (Larsen and Laubek 2005).      ",5.4.4,Melanitta nigra,birds
22732425,threats," Through a variety of effects, climate change potentially represents the greatest threat to the species. Decreasing spring snow cover duration in North American boreal regions have been linked to population declines of Scoters, likely due to trophic mismatch (Drever  et al.  2011), and future ocean acidification may lead to sustained declines in molluscs which form a large part of their diet (Steinacher  et al.  2009, Carboneras and Kirwan 2017). The commercial exploitation of benthic shellfish poses an additional threat through competition for food resources (Kear 2005). Oil spills and chronic oil pollution threaten the species in the winter moulting period where large and highly vulnerable concentrations of the population occur, while oil drilling sites could also cause low-level impacts through human disturbance and degradation of food resources (Gorski  et al.  1977, Nikolaeva  et al.  2006). In parts of the range, avoidance of busy shipping areas by flocks of the species could displace flocks from preferred feeding areas. Hunting represents another threat to the species, with an average of 9,500 birds reported to be shot annually in the US and an additional 7,000 per year in Canada through the 1980s and 1990s. However, the actual number killed may have been much higher with maximum estimates exceeding 24,000 in the US in 1974 and 23,000 annually in Canada between 1974 and 1982 (Bordage and Savard 2011). Since this period, numbers of hunters have decreased considerably and the annual harvest has fallen concomitantly. The species is susceptible to avian influenza and may be threatened by future outbreaks of the virus (Melville and Shortridge 2006), however the disease is unlikely to affect the majority of the population at once and only small numbers of birds tested in various countries have developed the disease despite evident exposure to the virus. High-speed ferries can cause disturbance to this species (Larsen and Laubek 2005). In some areas, the breeding habitat is threatened by eutrophication from agricultural nutrient loads (Kear 2005).      ",5.4.4,Melanitta americana,birds
22734194,threats," Hunting poses a significant threat to the species, with an estimated harvest of 6,000 – 14,000 individuals in the 10-year period from 2004-2014 in US and Canada, but with a downward trend (Canadian Wildlife Service Waterfowl Committee 2015). A recent estimate suggests that the harvest of White-winged Scoters may be 29-37% over the maximum sustainable rate (Koneff  et al.  2017).    The species feeds at depths of 30–40 m and is therefore highly susceptible to bycatch in fishing nets, as documented by Good  et al.  (2009) in the Salient Sea, Washington. Moulting and wintering populations are also vulnerable to oil spills as they often occur in high densities in close proximity to oil transportation routes. One catastrophic spill could impact a large proportion of the population. Oil pollution can also cause the long-term disruption of food supplies which may have more serious effects on populations in the long-term than direct mortality from oiling. Lance (2001) documented evidence for a long-term negative effect as a result of the 1989 Exxon Valdez accident. The disturbance and habitat degradation caused by increasing levels of oil and gas exploration in the Arctic will likely have only minor or negligible impacts on this species (Poland  et al.  2003, Henderson and Loe 2014).     In some locations in the Pacific Northwest, sea ducks could be exposed to toxicologically significant levels of cadmium associated with mussels foraged from aquaculture structures, which raises the possibility that such exposure could be contributing to observed population declines (Bendell 2011). Climate change is an additional threat, with remote sensing showing the shrinkage of ponds in subarctic Alaska (Riordan  et al.  2006), with these wetlands providing important breeding grounds for the species at present. In general, climate change is predicted to cause dramatic habitat changes in the Arctic region (Fox  et al.  2015). Decreasing spring snow cover duration in boreal regions has been linked to population declines of Scoters, likely due to trophic mismatch, projected to cause a 31.0% population decline between 1980 and 2080 (Drever  et al.  2011). Ocean acidification may lead to declines in molluscs which form a large part of White-winged Scoter diet (Steinacher  et al.  2009, del Hoyo  et al.  2017).         ",5.4.4,Melanitta deglandi,birds
62030590,threats,"Reduction in discards from fisheries has greatly reduced available food in parts of the species range that had seen rapid increases in the previous century. Egging continues to the present day in rural parts of New Brunswick and Nova Scotia, and by indigenous people from Alberta to Labrador but rates are thought to be unlikely to be driving declines (Nisbet  et al . 2017). Control programmes are in place at many airports, to prevent damage to aircraft, but the impact is not thought to be significant (Nisbet  et al . 2017). The closely related European Herring Gull, ecologically and behaviourally equivalent, was the most frequently recorded casualty to collisions with wind turbines in a study of 4.7 km of the English coastline over 11 years (Newton and Little 2009). It is also likely to experience a change in suitable habitat due to the effects of climate change however, the effect of this is not currently known.      ",5.4.4,Larus smithsonianus,birds
62030608,threats," The species is at risk from reductions in food supplies due to changes in fishing practices. Reduction in discards has greatly reduced available food in parts of the species range that had seen rapid increases in the previous century. Further, trophic shifts have impacted fishing activity and catch size, which appears to be directly related to colony reproductive success: lower catches are resulting in lower breeding success and the decline of colonies in the UK (Foster  et al.  2017). The species is also vulnerable to collisions with wind turbines (Bradbury  et al.  2014) was the most frequently recorded casualty in a study of 4.7 km of the English coastline over 11 years (Newton and Little 2009). In the past, persecution has represented a significant source of mortality however, the EU directive (2009/147/EC) has made it an offence to kill birds or destroy eggs without license. This has likely resulted in a reduction in mortality due to persecution, however, there is still some level of culling, with 5,000 birds culled under license 2010-12 in the UK (Coulson 2015). The threat is unlikely to disappear, with recent paper calling for lethal controls for closely related  Larus &#160;spp. in Gulf of Maine (Scopel and Diamond 2017) however, this is thought to cause negligible declines. Botulism reports have been increasing in Britain in last 45 years and, despite the number of deaths not having been quantified, it is suggested to have been a factor in the population declines in Britain (Coulson 2015).     ",5.4.4,Larus argentatus,birds
98471289,threats,"This species, similar to the other species of  Clupeonella , has suffered severe declines in recent years and faces several distinct threats, including impacts from invasive species, fishing pressure and habitat changes (i.e., increased sea level). The accidental introduction of the comb jelly  Mnemiopsis leidyi  from  the Azov-Black Sea Basin in 1999 is a major threat to this  species as they compete for the same food and  M. leidyi  also consumes the eggs of this species (Kideys  2001,    Shiganova  et al.  2004, Mamedov 2006, Fazli  et al.  2017).    This  species was the first Kilka to suffer from the introduction, which was  the main commercial species for all Caspian countries (Shiganova  et al.  2004).           Mamedov (2006) reported that the arrival of  M. leidyi  resulted in a  decreased biomass of zooplankton, the main food resource of this species  of  Clupeonella , which dropped by a factor of 4 - 10 between 2000 and 2003. It has been suggested that the reason for the 2005 stock collapse is primarily  due to the invasion and spread of this ctenophore species ( Mnemiopsis leidyi )  but that over-fishing and other factors also contributed to the crash (Fazli  et al.  2007, Daskalov and Mamedov 2007, Aliasghari  et al.  2017). Sea level rise and increased freshwater output from the Volga River has  also been attributed to depleted abundances for this species (Fazli  et al . 2007,&#160;2017).              ",5.4.2,Clupeonella engrauliformis,clupeiformes
98471433,threats," This species, similar to the other species of  Clupeonella , has suffered severe declines in recent years and faces several distinct threats, including impacts from invasive species, fishing pressure and habitat changes (i.e., increased sea level). The accidental introduction of the comb jelly  Mnemiopsis leidyi  from the Azov-Black Sea Basin in 1999 is a major threat to this species as they compete for the same food and  M. leidyi  also consumes the eggs of this species (Kideys 2001,  Shiganova  et al.   2004, Mamedov 2006, Fazli  et al.   2017).  Mamedov (2006) reported that the arrival of  M. leidyi   resulted in a decreased biomass of zooplankton, the main food resource of this species of  Clupeonella  , which dropped by a factor of 4–10 between 2000 and 2003.  Additionally, this species  is currently considered to be overexploited in Iranian waters (Aliasghari  et al.  2017).&#160;Depleted abundances for this species have also been attributed to sea level rise and increased freshwater output from the Volga River (Fazli  et al  . 2007,&#160;2017).                ",5.4.2,Clupeonella grimmi,clupeiformes
98894402,threats,"In the Yangtze River, this species is experiencing threats from over-fishing (especially of juveniles), juvenile occurrence as bycatch, pollution and habitat degradation (Liu&#160; et al. &#160;2004,&#160;Zhang &#160;et al. &#160;2005,&#160;Yang  et al.  2006, Chen  et al . 2009). The Yangtze estuary is greatly impacted by the largest hydropower dam in the world, the Three Gorges Dam, and the largest estuarine hydraulic project in China, the North Passage Deep Water Channel Regulation Engineering. The construction of the dam far upstream in 2003 and dredging and dumping related to the&#160;estuarine hydraulic&#160;project in 2011 changed materials delivered into the estuary, including the availability of plankton, which is the main food source for this species (Chen  et al . 2015). Additionally, this species was previously (1970s) present in the Geum River estuary in South Korea, but has been potentially extirpated from this river after the construction of an estuary barrage in the 1990s despite the inclusion of fish passageways (Yoon  et al.  2017).",5.4.2,Coilia mystus,clupeiformes
98895427,threats,"This species&#160;is heavily exploited in both China and Japan, with near extirpation observed in the Yangtze River (Zhang  et al . 2005) and a potential extirpation in the Yellow River (Liu  et al . 2016). In addition, large-scale hydrological projects have caused habitat degradation, disrupted its spawning migration and decreased its survivability in the Yangtze and Yellow Rivers (Chen&#160; et al . 2015,&#160;Jiang  et al . 2016, Liu  et al . 2016).&#160;The Yangtze estuary is greatly impacted by the largest hydropower dam in the world, the Three Gorges Dam, and the largest estuarine hydraulic project in China, the North Passage Deep Water Channel Regulation Engineering. The construction of the dam far upstream in 2003 along with dredging and dumping related to the&#160;estuarine hydraulic&#160;project in 2011, changed materials delivered into the estuary, including the availability of plankton, which is the main food source for this species (Chen&#160; et al . 2015).&#160;Furthermore, the most important spawning ground in the Yellow River is now mostly disconnected from the river channel due to hydrological manipulation (Liu&#160; et al . 2016).",5.4.2,Coilia nasus,clupeiformes
98897391,threats,"This species is highly targeted by local commercial fisheries throughout its range and is overexploited in parts of its range (i.e., Bangladesh: Parvez and Nabi 2015). A population decline has been reported in Bangladesh in response to the estuarine set bagnet fishery that disproportionately targets juvenile individuals of this species (Parvez and Nabi 2015).",5.4.2,Coilia ramcarati,clupeiformes
